,pair,correlation,same_sector,same_kmeans,mean_reverting,growth_differential
566,"('PFE', 'UHS')",0.45362488969259473,0,0,False,0.06105042046033665
567,"('PFE', 'INCY')",-0.20579458015841032,0,0,False,0.047075324880847834
568,"('PFE', 'CRL')",0.8026635629375231,0,0,False,0.04405382592193391
569,"('PFE', 'HSIC')",0.794002477203963,0,1,True,0.060883614570975714
570,"('PFE', 'TFX')",0.6077299364710936,0,0,False,0.06693703198317419
571,"('PFE', 'DVA')",0.5351830859209598,0,1,False,0.07979169107258051
572,"('SYK', 'BSX')",0.9630326752380527,1,1,False,-0.0008128106529918105
573,"('SYK', 'BMY')",0.6457376635761247,0,0,False,0.03560675404907845
574,"('SYK', 'VRTX')",0.8684630187477259,0,0,False,-0.013682952407266857
575,"('SYK', 'GILD')",-0.044419942101759466,0,0,False,0.031392040671536024
576,"('SYK', 'MDT')",0.7989120136722893,1,0,False,0.04239548441743358
577,"('SYK', 'ELV')",0.929843789041234,0,1,False,0.002250843946753206
578,"('SYK', 'CI')",0.8691909706829082,0,1,False,0.019873401917917245
579,"('SYK', 'REGN')",0.6889934688377308,0,1,False,-0.0383178044956513
580,"('SYK', 'MCK')",0.5819170671261445,0,1,False,0.04239548441743358
581,"('SYK', 'ZTS')",0.9571504028151956,0,1,False,0.013343905194684917
582,"('SYK', 'CVS')",0.19979504538040982,0,0,False,0.009004539003291165
583,"('SYK', 'BDX')",0.9188354805111356,0,0,False,0.04095545164789864
584,"('SYK', 'HCA')",0.9398988842379273,0,0,False,0.015295035638212728
585,"('SYK', 'COR')",0.7876718384933427,0,1,False,0.018638884901212408
586,"('SYK', 'EW')",0.9147495689203818,1,0,False,0.004928497494344181
587,"('SYK', 'A')",0.929987025383873,0,1,False,0.012942114407038737
588,"('SYK', 'RMD')",0.91046517699779,0,1,False,0.04239548441743358
589,"('SYK', 'IDXX')",0.945295718655557,0,0,False,0.006572438946812621
590,"('SYK', 'HUM')",0.9371928023167329,0,1,False,0.004612462089234881
591,"('SYK', 'IQV')",0.9510886271716616,0,1,False,0.009075795591710574
592,"('SYK', 'DXCM')",0.8950066304322206,1,0,False,-0.03583662846878611
593,"('SYK', 'CNC')",0.8609406517718002,0,0,False,0.0038898028079570254
594,"('SYK', 'CAH')",0.1730600533170292,0,0,False,0.04239548441743358
595,"('SYK', 'MTD')",0.9416417303531424,0,1,False,0.01730175960174118
596,"('SYK', 'BIIB')",-0.44366419229848275,0,0,False,0.0746174063036161
597,"('SYK', 'WST')",0.9187731014841505,0,0,False,0.0023685251591875137
598,"('SYK', 'WAT')",0.9146240681827459,0,1,False,0.015801751707986707
599,"('SYK', 'ZBH')",0.7506830189072217,1,0,False,0.020599807166860613
600,"('SYK', 'STE')",0.9602967660287672,1,1,False,0.04239548441743358
601,"('SYK', 'COO')",0.953207846200253,0,1,False,-0.004310961913663161
602,"('SYK', 'LH')",0.9292944413366028,0,1,False,0.05706422511157385
603,"('SYK', 'PODD')",0.9106942956140545,1,0,False,-0.03572032779102755
604,"('SYK', 'HOLX')",0.9322273077797564,0,1,False,0.07659546149710508
605,"('SYK', 'DGX')",0.9413843943742065,0,0,False,0.04290399712468728
606,"('SYK', 'MOH')",0.9134281476059276,0,0,False,-0.02946678924806726
607,"('SYK', 'BAX')",0.5592094727417759,0,0,False,0.013952465795089915
608,"('SYK', 'ALGN')",0.7973217363888648,0,0,False,-0.021828112667945036
609,"('SYK', 'VTRS')",-0.9032270554193536,0,0,True,0.002940415880049105
610,"('SYK', 'RVTY')",0.8818395983027907,0,1,False,0.02761637308693647
611,"('SYK', 'TECH')",0.8890293634872314,0,1,False,0.04239548441743358
612,"('SYK', 'UHS')",0.6188127685330683,0,1,False,0.018008647272858218
613,"('SYK', 'INCY')",-0.2399904737858826,0,0,False,0.0040335516933694
614,"('SYK', 'CRL')",0.8411410004476371,0,0,False,0.001012052734455475
615,"('SYK', 'HSIC')",0.7827088042056041,0,0,False,0.017841841383497283
616,"('SYK', 'TFX')",0.7562071520654553,0,1,False,0.02389525879569576
617,"('SYK', 'DVA')",0.6216073393684429,0,0,False,0.036749917885102075
618,"('BSX', 'BMY')",0.5866344181340682,0,0,False,0.03641956470207026
619,"('BSX', 'VRTX')",0.8771422970234001,0,0,False,-0.012870141754275047
620,"('BSX', 'GILD')",-0.09453615927693217,0,0,False,0.032204851324527835
621,"('BSX', 'MDT')",0.7649323203381126,1,0,False,0.04320829507042539
622,"('BSX', 'ELV')",0.8983927042664848,0,1,False,0.0030636545997450165
623,"('BSX', 'CI')",0.8609266965254899,0,1,False,0.020686212570909055
624,"('BSX', 'REGN')",0.6304535370000032,0,1,False,-0.03750499384265949
625,"('BSX', 'MCK')",0.5221003887916313,0,1,False,0.04320829507042539
626,"('BSX', 'ZTS')",0.8982937371572424,0,1,False,0.014156715847676728
627,"('BSX', 'CVS')",0.10576640738015208,0,0,False,0.009817349656282975
628,"('BSX', 'BDX')",0.9531590307825243,0,0,False,0.04176826230089045
629,"('BSX', 'HCA')",0.8812576396635948,0,0,False,0.016107846291204538
630,"('BSX', 'COR')",0.7333941773242654,0,1,False,0.01945169555420422
631,"('BSX', 'EW')",0.8657357021348143,1,0,False,0.005741308147335991
632,"('BSX', 'A')",0.8490428143154156,0,1,False,0.013754925060030548
633,"('BSX', 'RMD')",0.8382919744645412,0,1,False,0.04320829507042539
634,"('BSX', 'IDXX')",0.8592559893077159,0,0,False,0.007385249599804432
635,"('BSX', 'HUM')",0.9141556783234225,0,1,False,0.005425272742226692
636,"('BSX', 'IQV')",0.8939783308364542,0,1,False,0.009888606244702385
637,"('BSX', 'DXCM')",0.8182567544131494,1,0,False,-0.0350238178157943
638,"('BSX', 'CNC')",0.8744142463311658,0,0,False,0.004702613460948836
639,"('BSX', 'CAH')",0.1371856298198045,0,0,False,0.04320829507042539
640,"('BSX', 'MTD')",0.865635030201922,0,1,False,0.01811457025473299
641,"('BSX', 'BIIB')",-0.4255392649315371,0,0,False,0.07543021695660791
642,"('BSX', 'WST')",0.8263700974313736,0,0,False,0.003181335812179324
643,"('BSX', 'WAT')",0.8582603860026707,0,1,False,0.016614562360978517
644,"('BSX', 'ZBH')",0.7083874595773829,1,0,False,0.021412617819852424
645,"('BSX', 'STE')",0.9054697106012303,1,1,False,0.04320829507042539
646,"('BSX', 'COO')",0.911504691733402,0,1,False,-0.0034981512606713505
647,"('BSX', 'LH')",0.8503203542152288,0,1,False,0.05787703576456566
648,"('BSX', 'PODD')",0.8329910630177974,1,0,False,-0.03490751713803574
649,"('BSX', 'HOLX')",0.8651669603129579,0,1,False,0.07740827215009691
650,"('BSX', 'DGX')",0.8954810226475943,0,0,False,0.04371680777767909
651,"('BSX', 'MOH')",0.8588281410569464,0,0,False,-0.02865397859507545
652,"('BSX', 'BAX')",0.5826714669039913,0,0,False,0.014765276448081725
653,"('BSX', 'ALGN')",0.7055679542674351,0,0,False,-0.021015302014953226
654,"('BSX', 'VTRS')",-0.8984671444983033,0,0,True,0.0037532265330409154
655,"('BSX', 'RVTY')",0.7998902027526378,0,1,False,0.028429183739928282
656,"('BSX', 'TECH')",0.7944150232898396,0,1,False,0.04320829507042539
657,"('BSX', 'UHS')",0.6131054952127205,0,1,False,0.01882145792585003
658,"('BSX', 'INCY')",-0.19363114768526843,0,0,False,0.0048463623463612104
659,"('BSX', 'CRL')",0.7362357940856585,0,0,False,0.0018248633874472855
660,"('BSX', 'HSIC')",0.7671961472803366,0,0,False,0.018654652036489094
661,"('BSX', 'TFX')",0.7505670518862342,0,1,False,0.02470806944868757
662,"('BSX', 'DVA')",0.4542877650198677,0,0,False,0.037562728538093886
663,"('BMY', 'VRTX')",0.6829387588865806,0,0,False,-0.049289706456345304
664,"('BMY', 'GILD')",0.2623822375119282,1,1,False,-0.00421471337754242
665,"('BMY', 'MDT')",0.5160105423553043,0,1,False,0.0067887303683551335
666,"('BMY', 'ELV')",0.7709990948488418,0,0,False,-0.03335591010232524
667,"('BMY', 'CI')",0.7893379234798248,0,0,False,-0.0157333521311612
668,"('BMY', 'REGN')",0.7466691048699805,0,0,False,-0.07392455854472975
669,"('BMY', 'MCK')",0.6603015803008014,0,0,False,0.0067887303683551335
670,"('BMY', 'ZTS')",0.6814223866579279,0,0,False,-0.022262848854393526
671,"('BMY', 'CVS')",0.6705730006003408,0,1,False,-0.02660221504578728
672,"('BMY', 'BDX')",0.5924781728576781,0,1,False,0.0053486975988201995
673,"('BMY', 'HCA')",0.7219175661046039,0,0,False,-0.020311718410865716
674,"('BMY', 'COR')",0.7452048955294552,0,0,False,-0.016967869147866035
675,"('BMY', 'EW')",0.6766303575168753,0,0,False,-0.030678256554734263
676,"('BMY', 'A')",0.739426117299229,0,0,False,-0.022664639642039706
677,"('BMY', 'RMD')",0.7411026534739784,0,0,False,0.0067887303683551335
678,"('BMY', 'IDXX')",0.6416753175551462,0,0,False,-0.029034315102265822
679,"('BMY', 'HUM')",0.7688124434640925,0,0,False,-0.030994291959843562
680,"('BMY', 'IQV')",0.7023706502044827,0,0,False,-0.02653095845736787
681,"('BMY', 'DXCM')",0.7088926268079999,0,0,False,-0.07144338251786456
682,"('BMY', 'CNC')",0.7177632983552249,0,0,False,-0.03171695124112142
683,"('BMY', 'CAH')",0.3577244582916789,0,1,False,0.0067887303683551335
684,"('BMY', 'MTD')",0.7533777346306575,0,0,False,-0.018304994447337262
685,"('BMY', 'BIIB')",-0.2612753998859352,1,0,True,0.039010652254537655
686,"('BMY', 'WST')",0.697237276430674,0,0,False,-0.03323822888989093
687,"('BMY', 'WAT')",0.7183983834979522,0,0,False,-0.019805002341091737
688,"('BMY', 'ZBH')",0.4752636266600604,0,1,False,-0.01500694688221783
689,"('BMY', 'STE')",0.7070359940908933,0,0,False,0.0067887303683551335
690,"('BMY', 'COO')",0.5911642902421236,0,0,False,-0.03991771596274161
691,"('BMY', 'LH')",0.7195665611536674,0,0,False,0.021457471062495403
692,"('BMY', 'PODD')",0.7303007975221207,0,0,False,-0.071327081840106
693,"('BMY', 'HOLX')",0.7709726050095673,0,0,False,0.04098870744802664
694,"('BMY', 'DGX')",0.7402213392528976,0,1,False,0.007297243075608837
695,"('BMY', 'MOH')",0.7555391658382955,0,0,False,-0.06507354329714571
696,"('BMY', 'BAX')",0.21966264128222446,0,1,False,-0.02165428825398853
697,"('BMY', 'ALGN')",0.45640667515029265,0,0,False,-0.05743486671702348
698,"('BMY', 'VTRS')",-0.57186775057034,0,0,False,-0.03266633816902934
699,"('BMY', 'RVTY')",0.7035543021799968,0,0,False,-0.007990380962141972
700,"('BMY', 'TECH')",0.6873449078481506,0,0,False,0.0067887303683551335
701,"('BMY', 'UHS')",0.409222375486115,0,0,False,-0.017598106776220226
702,"('BMY', 'INCY')",-0.03549493917095346,0,0,False,-0.03157320235570905
703,"('BMY', 'CRL')",0.6290812709544609,0,0,False,-0.03459470131462297
704,"('BMY', 'HSIC')",0.7476169553798788,0,1,True,-0.01776491266558116
705,"('BMY', 'TFX')",0.3839669255793105,0,0,False,-0.011711495253382685
706,"('BMY', 'DVA')",0.6133411425543838,0,1,False,0.0011431638360236305
707,"('VRTX', 'GILD')",0.185877579796674,0,0,False,0.04507499307880288
708,"('VRTX', 'MDT')",0.5531112910042014,0,0,False,0.056078436824700435
709,"('VRTX', 'ELV')",0.8947292654521775,0,0,False,0.015933796354020063
710,"('VRTX', 'CI')",0.8862817480576506,0,0,False,0.0335563543251841
711,"('VRTX', 'REGN')",0.8068839249802132,1,0,False,-0.024634852088384444
712,"('VRTX', 'MCK')",0.7198441781243735,0,0,False,0.056078436824700435
713,"('VRTX', 'ZTS')",0.8412860543442039,0,0,False,0.027026857601951775
714,"('VRTX', 'CVS')",0.1961843888296085,0,0,False,0.022687491410558022
715,"('VRTX', 'BDX')",0.8378630231645754,0,0,False,0.0546384040551655
716,"('VRTX', 'HCA')",0.8400451773234181,0,1,False,0.028977988045479585
717,"('VRTX', 'COR')",0.8524735736234633,0,0,False,0.03232183730847926
718,"('VRTX', 'EW')",0.7490507784041013,0,1,False,0.018611449901611038
719,"('VRTX', 'A')",0.7962559734667626,0,0,False,0.026625066814305594
720,"('VRTX', 'RMD')",0.7926951876441769,0,0,False,0.056078436824700435
721,"('VRTX', 'IDXX')",0.7637286161827818,0,1,False,0.02025539135407948
722,"('VRTX', 'HUM')",0.9220147615642903,0,0,False,0.01829541449650174
723,"('VRTX', 'IQV')",0.8072251484124048,0,0,False,0.02275874799897743
724,"('VRTX', 'DXCM')",0.8250272038912683,0,0,False,-0.022153676061519252
725,"('VRTX', 'CNC')",0.8360700479351773,0,1,False,0.017572755215223883
726,"('VRTX', 'CAH')",0.34922617966593206,0,0,False,0.056078436824700435
727,"('VRTX', 'MTD')",0.8037364745650829,0,0,False,0.03098471200900804
728,"('VRTX', 'BIIB')",-0.3499338943281632,0,0,False,0.08830035871088296
729,"('VRTX', 'WST')",0.794375050192837,0,1,False,0.01605147756645437
730,"('VRTX', 'WAT')",0.7424901240559112,0,0,False,0.029484704115253564
731,"('VRTX', 'ZBH')",0.5240805360750909,0,0,False,0.03428275957412747
732,"('VRTX', 'STE')",0.8639004188824823,0,0,False,0.056078436824700435
733,"('VRTX', 'COO')",0.7785754664976074,0,0,False,0.009371990493603696
734,"('VRTX', 'LH')",0.7603533142546418,0,0,False,0.0707471775188407
735,"('VRTX', 'PODD')",0.8132924049509127,0,0,False,-0.022037375383760695
736,"('VRTX', 'HOLX')",0.8393631660277784,0,0,False,0.09027841390437194
737,"('VRTX', 'DGX')",0.8298089712166585,0,0,False,0.05658694953195414
738,"('VRTX', 'MOH')",0.8881249161786939,0,1,False,-0.015783836840800404
739,"('VRTX', 'BAX')",0.3712723497205416,0,0,False,0.027635418202356772
740,"('VRTX', 'ALGN')",0.5166311802327597,0,0,False,-0.008145160260678179
741,"('VRTX', 'VTRS')",-0.8194175625460844,0,0,False,0.016623368287315962
742,"('VRTX', 'RVTY')",0.7079805674466934,0,0,False,0.04129932549420333
743,"('VRTX', 'TECH')",0.7087244052681574,1,0,False,0.056078436824700435
744,"('VRTX', 'UHS')",0.39121312400892017,0,0,False,0.031691599680125075
745,"('VRTX', 'INCY')",-0.22203623054768787,1,0,False,0.017716504100636257
746,"('VRTX', 'CRL')",0.6158242686257891,0,1,False,0.014695005141722332
747,"('VRTX', 'HSIC')",0.6258726066566956,0,0,False,0.031524793790764144
748,"('VRTX', 'TFX')",0.5545475711709997,0,0,False,0.03757821120296262
749,"('VRTX', 'DVA')",0.48027470511062975,0,0,False,0.05043287029236893
750,"('GILD', 'MDT')",-0.32434304301076994,0,1,False,0.011003443745897554
751,"('GILD', 'ELV')",0.06899543510223703,0,0,False,-0.029141196724782818
752,"('GILD', 'CI')",0.13796130761322573,0,0,False,-0.01151863875361878
753,"('GILD', 'REGN')",0.48046138543602596,0,0,False,-0.06970984516718733
754,"('GILD', 'MCK')",0.531674164607958,0,0,True,0.011003443745897554
755,"('GILD', 'ZTS')",-0.0508486222926851,0,0,False,-0.018048135476851107
756,"('GILD', 'CVS')",0.42263509154534373,0,1,False,-0.02238750166824486
757,"('GILD', 'BDX')",-0.2106082635033559,0,1,False,0.00956341097636262
758,"('GILD', 'HCA')",0.15786084452715163,0,0,False,-0.016097005033323297
759,"('GILD', 'COR')",0.406845238576735,0,0,False,-0.012753155770323616
760,"('GILD', 'EW')",-0.17690676193964933,0,0,False,-0.026463543177191844
761,"('GILD', 'A')",0.004766390028099708,0,0,False,-0.018449926264497287
762,"('GILD', 'RMD')",-0.05018329889876489,0,0,False,0.011003443745897554
763,"('GILD', 'IDXX')",-0.05571512650129699,0,0,False,-0.024819601724723403
764,"('GILD', 'HUM')",0.03543958552307771,0,0,False,-0.026779578582301143
765,"('GILD', 'IQV')",-0.03820946683697448,0,0,False,-0.02231624507982545
766,"('GILD', 'DXCM')",0.10990411260517541,0,0,False,-0.06722866914032213
767,"('GILD', 'CNC')",-0.09851920941205392,0,0,False,-0.027502237863579
768,"('GILD', 'CAH')",0.6776401591244593,0,1,False,0.011003443745897554
769,"('GILD', 'MTD')",-0.001358697817996093,0,0,False,-0.014090281069794843
770,"('GILD', 'BIIB')",0.3585068958714361,1,0,False,0.04322536563208008
771,"('GILD', 'WST')",0.02942631220800174,0,0,False,-0.02902351551234851
772,"('GILD', 'WAT')",-0.070528787888022,0,0,False,-0.015590288963549317
773,"('GILD', 'ZBH')",-0.20613451331547156,0,1,False,-0.010792233504675411
774,"('GILD', 'STE')",-0.02885063314122411,0,0,False,0.011003443745897554
775,"('GILD', 'COO')",-0.15040470663709396,0,0,False,-0.035703002585199185
776,"('GILD', 'LH')",-0.020506474251883774,0,0,False,0.025672184440037826
777,"('GILD', 'PODD')",-0.0024997325350428856,0,0,False,-0.06711236846256358
778,"('GILD', 'HOLX')",0.047088030944520784,0,0,False,0.045203420825569066
779,"('GILD', 'DGX')",-0.03462422950398449,0,1,False,0.011511956453151258
780,"('GILD', 'MOH')",0.12114588934013355,0,0,False,-0.060858829919603286
781,"('GILD', 'BAX')",-0.5780462683546916,0,1,True,-0.01743957487644611
782,"('GILD', 'ALGN')",-0.25779973299067255,0,0,False,-0.05322015333948106
783,"('GILD', 'VTRS')",0.2259039232405263,0,0,False,-0.02845162479148692
784,"('GILD', 'RVTY')",-0.1236304242570876,0,0,False,-0.003775667584599551
785,"('GILD', 'TECH')",-0.06539076151033989,0,0,False,0.011003443745897554
786,"('GILD', 'UHS')",0.10177801674417739,0,0,False,-0.013383393398677806
787,"('GILD', 'INCY')",-0.0838134010040558,0,0,False,-0.027358488978166624
788,"('GILD', 'CRL')",-0.09298128872637113,0,0,False,-0.03037998793708055
789,"('GILD', 'HSIC')",-0.018896184938207054,0,1,False,-0.013550199288038741
790,"('GILD', 'TFX')",-0.42846242177016375,0,0,False,-0.007496781875840266
791,"('GILD', 'DVA')",0.14597506665776966,0,1,False,0.005357877213566051
792,"('MDT', 'ELV')",0.6665563166990179,0,0,False,-0.04014464047068037
793,"('MDT', 'CI')",0.5808970414294069,0,0,False,-0.022522082499516333
794,"('MDT', 'REGN')",0.35935491943621284,0,0,False,-0.08071328891308488
795,"('MDT', 'MCK')",0.11800208672373488,0,0,False,0.0
796,"('MDT', 'ZTS')",0.8374016645084318,0,0,False,-0.02905157922274866
797,"('MDT', 'CVS')",0.16145294564096008,0,1,False,-0.03339094541414241
798,"('MDT', 'BDX')",0.8032344909562743,0,1,False,-0.001440032769534934
799,"('MDT', 'HCA')",0.6724952859301716,0,0,False,-0.02710044877922085
800,"('MDT', 'COR')",0.39336547309476555,0,0,False,-0.02375659951622117
801,"('MDT', 'EW')",0.9021604026678505,1,0,False,-0.0374669869230894
802,"('MDT', 'A')",0.7809888639079252,0,0,False,-0.02945337001039484
803,"('MDT', 'RMD')",0.833878647011593,0,0,False,0.0
804,"('MDT', 'IDXX')",0.846965026995237,0,0,False,-0.03582304547062096
805,"('MDT', 'HUM')",0.7243067817888097,0,0,False,-0.0377830223281987
806,"('MDT', 'IQV')",0.8288090863448715,0,0,False,-0.033319688825723004
807,"('MDT', 'DXCM')",0.746576491371037,1,0,False,-0.07823211288621969
808,"('MDT', 'CNC')",0.7436910909136402,0,0,False,-0.03850568160947655
809,"('MDT', 'CAH')",-0.25047714029817514,0,1,False,0.0
810,"('MDT', 'MTD')",0.780529317410293,0,0,False,-0.025093724815692397
811,"('MDT', 'BIIB')",-0.3212794336468041,0,0,False,0.032221921886182524
812,"('MDT', 'WST')",0.7652150333630321,0,0,False,-0.040026959258246064
813,"('MDT', 'WAT')",0.8047777772404086,0,0,False,-0.02659373270944687
814,"('MDT', 'ZBH')",0.8774975026885723,1,1,True,-0.021795677250572965
815,"('MDT', 'STE')",0.8095874528179223,1,0,False,0.0
816,"('MDT', 'COO')",0.8984325826481667,0,0,False,-0.04670644633109674
817,"('MDT', 'LH')",0.8068149284292583,0,0,False,0.01466874069414027
818,"('MDT', 'PODD')",0.7995305854224687,1,0,False,-0.07811581220846113
819,"('MDT', 'HOLX')",0.7632020316847548,0,0,False,0.03419997707967151
820,"('MDT', 'DGX')",0.7678858942238739,0,1,False,0.0005085127072537039
821,"('MDT', 'MOH')",0.6634436474510169,0,0,False,-0.07186227366550084
822,"('MDT', 'BAX')",0.8235418139786718,0,1,False,-0.028443018622343663
823,"('MDT', 'ALGN')",0.8820489295707069,0,0,False,-0.06422359708537861
824,"('MDT', 'VTRS')",-0.7538395510631809,0,0,False,-0.03945506853738447
825,"('MDT', 'RVTY')",0.8445359849311468,0,0,False,-0.014779111330497105
826,"('MDT', 'TECH')",0.850284960738858,0,0,False,0.0
827,"('MDT', 'UHS')",0.6395051938123018,0,0,False,-0.02438683714457536
828,"('MDT', 'INCY')",-0.04402895436647375,0,0,False,-0.03836193272406418
829,"('MDT', 'CRL')",0.8693219774777331,0,0,False,-0.0413834316829781
830,"('MDT', 'HSIC')",0.6789298105213925,0,1,False,-0.024553643033936295
831,"('MDT', 'TFX')",0.9269926441844307,0,0,True,-0.01850022562173782
832,"('MDT', 'DVA')",0.6533595908438734,0,1,False,-0.005645566532331503
833,"('ELV', 'CI')",0.9433873351252646,1,1,False,0.01762255797116404
834,"('ELV', 'REGN')",0.7729478301460595,0,1,False,-0.04056864844240451
835,"('ELV', 'MCK')",0.7257445033004047,0,1,False,0.04014464047068037
836,"('ELV', 'ZTS')",0.9187336640276567,0,1,False,0.011093061247931711
837,"('ELV', 'CVS')",0.40807248939562013,1,0,False,0.006753695056537959
838,"('ELV', 'BDX')",0.8611623317475505,0,0,False,0.038704607701145435
839,"('ELV', 'HCA')",0.9512288893977657,0,0,False,0.013044191691459522
840,"('ELV', 'COR')",0.8730367362330581,0,1,False,0.016388040954459202
841,"('ELV', 'EW')",0.8743381186309306,0,0,False,0.0026776535475909746
842,"('ELV', 'A')",0.9303658817447812,0,1,False,0.010691270460285531
843,"('ELV', 'RMD')",0.902175615740943,0,1,False,0.04014464047068037
844,"('ELV', 'IDXX')",0.8739169286333048,0,0,False,0.004321595000059415
845,"('ELV', 'HUM')",0.961334401025845,1,1,False,0.002361618142481675
846,"('ELV', 'IQV')",0.939691107540305,0,1,False,0.006824951644957368
847,"('ELV', 'DXCM')",0.8728328054294723,0,0,False,-0.038087472415539315
848,"('ELV', 'CNC')",0.9162024825042214,1,0,False,0.0016389588612038195
849,"('ELV', 'CAH')",0.26148798908666937,0,0,False,0.04014464047068037
850,"('ELV', 'MTD')",0.9375796108847552,0,1,False,0.015050915654987975
851,"('ELV', 'BIIB')",-0.45355040920413386,0,0,False,0.0723665623568629
852,"('ELV', 'WST')",0.887530192169958,0,0,False,0.00011768121243430768
853,"('ELV', 'WAT')",0.9196285666028873,0,1,False,0.0135509077612335
854,"('ELV', 'ZBH')",0.5735243161198464,0,0,False,0.018348963220107407
855,"('ELV', 'STE')",0.9430721381193127,0,1,False,0.04014464047068037
856,"('ELV', 'COO')",0.8627300903252081,0,1,False,-0.006561805860416367
857,"('ELV', 'LH')",0.9117728617051338,0,1,False,0.054813381164820645
858,"('ELV', 'PODD')",0.8861351893377151,0,0,False,-0.03797117173778076
859,"('ELV', 'HOLX')",0.9160247150328906,0,1,False,0.07434461755035188
860,"('ELV', 'DGX')",0.9333349933202153,0,0,False,0.040653153177934075
861,"('ELV', 'MOH')",0.9734660044702996,1,0,False,-0.03171763319482047
862,"('ELV', 'BAX')",0.43098244218953446,0,0,False,0.011701621848336709
863,"('ELV', 'ALGN')",0.6717141654568657,0,0,False,-0.024078956614698242
864,"('ELV', 'VTRS')",-0.8600542783859885,0,0,False,0.0006895719332958988
865,"('ELV', 'RVTY')",0.8771117919531666,0,1,False,0.025365529140183266
866,"('ELV', 'TECH')",0.8690730834699707,0,1,False,0.04014464047068037
867,"('ELV', 'UHS')",0.49904611190727516,0,1,False,0.015757803326105012
868,"('ELV', 'INCY')",-0.2753392858853572,0,0,False,0.001782707746616194
869,"('ELV', 'CRL')",0.7882267067975075,0,0,False,-0.001238791212297731
870,"('ELV', 'HSIC')",0.7987998432217617,0,0,True,0.015590997436744077
871,"('ELV', 'TFX')",0.5950393884318511,0,1,False,0.021644414848942552
872,"('ELV', 'DVA')",0.5856185158733791,0,0,False,0.03449907393834887
873,"('CI', 'REGN')",0.7758524403590945,0,1,False,-0.05819120641356855
874,"('CI', 'MCK')",0.7308817877487817,0,1,False,0.022522082499516333
875,"('CI', 'ZTS')",0.8169655242214976,0,1,False,-0.006529496723232327
876,"('CI', 'CVS')",0.40290526507957325,1,0,False,-0.01086886291462608
877,"('CI', 'BDX')",0.8329666368887143,0,0,False,0.0210820497299814
878,"('CI', 'HCA')",0.8803091476800113,0,0,False,-0.004578366279704517
879,"('CI', 'COR')",0.8710901923448481,0,1,False,-0.0012345170167048364
880,"('CI', 'EW')",0.7558566363617611,0,0,False,-0.014944904423573064
881,"('CI', 'A')",0.8519426302142157,0,1,False,-0.006931287510878507
882,"('CI', 'RMD')",0.7980612663942351,0,1,False,0.022522082499516333
883,"('CI', 'IDXX')",0.7794470774642336,0,0,False,-0.013300962971104623
884,"('CI', 'HUM')",0.9366326817894645,1,1,False,-0.015260939828682363
885,"('CI', 'IQV')",0.8467955417962317,0,1,False,-0.01079760632620667
886,"('CI', 'DXCM')",0.778024625663639,0,0,False,-0.05571003038670336
887,"('CI', 'CNC')",0.885426486778775,1,0,False,-0.01598359910996022
888,"('CI', 'CAH')",0.38382126228651675,0,0,False,0.022522082499516333
889,"('CI', 'MTD')",0.8580607550034252,0,1,False,-0.0025716423161760635
890,"('CI', 'BIIB')",-0.36584438929494256,0,0,False,0.05474400438569886
891,"('CI', 'WST')",0.7876961795461701,0,0,False,-0.01750487675872973
892,"('CI', 'WAT')",0.8453323926774632,0,1,False,-0.004071650209930538
893,"('CI', 'ZBH')",0.5426747393763831,0,0,False,0.0007264052489433688
894,"('CI', 'STE')",0.8491005910654201,0,1,False,0.022522082499516333
895,"('CI', 'COO')",0.768993558726544,0,1,False,-0.024184363831580406
896,"('CI', 'LH')",0.8438173470926574,0,1,False,0.0371908231936566
897,"('CI', 'PODD')",0.7935527153603904,0,0,False,-0.0555937297089448
898,"('CI', 'HOLX')",0.8648380979914354,0,1,False,0.05672205957918784
899,"('CI', 'DGX')",0.890822909392222,0,0,False,0.023030595206770036
900,"('CI', 'MOH')",0.9042117895787609,1,0,False,-0.04934019116598451
901,"('CI', 'BAX')",0.33532849479753385,0,0,False,-0.00592093612282733
902,"('CI', 'ALGN')",0.5754633410168041,0,0,False,-0.041701514585862284
903,"('CI', 'VTRS')",-0.7853313466413508,0,0,False,-0.01693298603786814
904,"('CI', 'RVTY')",0.7584786258436984,0,1,False,0.007742971169019229
905,"('CI', 'TECH')",0.7480583999637952,0,1,False,0.022522082499516333
906,"('CI', 'UHS')",0.49875588379905467,0,1,False,-0.0018647546450590267
907,"('CI', 'INCY')",-0.13910785024008435,0,0,False,-0.015839850224547845
908,"('CI', 'CRL')",0.6764494253384273,0,0,False,-0.01886134918346177
909,"('CI', 'HSIC')",0.7767887099092013,0,0,False,-0.0020315605344199614
910,"('CI', 'TFX')",0.524302249955055,0,1,False,0.004021856877778514
911,"('CI', 'DVA')",0.5014436767920311,0,0,False,0.01687651596718483
912,"('REGN', 'MCK')",0.840307926145395,0,1,False,0.08071328891308488
913,"('REGN', 'ZTS')",0.7069677579044245,0,1,False,0.05166170969033622
914,"('REGN', 'CVS')",0.5370855295122754,0,0,False,0.04732234349894247
915,"('REGN', 'BDX')",0.5344709543534238,0,0,False,0.07927325614354995
916,"('REGN', 'HCA')",0.7934596101195053,0,0,False,0.053612840133864026
917,"('REGN', 'COR')",0.9030426543629919,0,1,True,0.05695668939686371
918,"('REGN', 'EW')",0.5982591874001427,0,0,False,0.04324630198999548
