Date,ABBV,ABT,AMGN,BMY,BSX,DHR,ISRG,JNJ,LLY,MRK,PFE,SYK,TMO,UNH,VRTX
2016-06-23,42.712852478027344,33.864715576171875,118.38311004638672,55.128170013427734,22.969999313354492,41.72028350830078,73.4800033569336,93.03351593017578,63.60181427001953,42.97827911376953,23.30206871032715,107.44427490234375,148.7838134765625,123.03045654296875,88.19999694824219
2016-06-24,41.70268249511719,32.39492416381836,113.85832214355469,53.58757019042969,22.3700008392334,40.794010162353516,71.64666748046875,91.64649200439453,63.93729019165039,41.6370735168457,22.884403228759766,105.81961059570312,142.14358520507812,121.35099792480469,81.9000015258789
2016-06-27,40.88060760498047,31.5745849609375,112.40445709228516,53.36747360229492,21.979999542236328,40.424320220947266,69.9888916015625,92.37566375732422,64.41899108886719,41.21235656738281,22.76987075805664,104.17684173583984,137.82106018066406,121.19194030761719,79.83999633789062
2016-06-28,41.793243408203125,32.09585189819336,115.38990783691406,54.650062561035156,22.350000381469727,40.75661087036133,70.9566650390625,93.70722198486328,64.64264678955078,41.41352462768555,23.201025009155273,105.59745025634766,139.99209594726562,122.60613250732422,83.44000244140625
2016-06-29,43.06118392944336,32.958919525146484,116.69609069824219,55.6953010559082,23.030000686645508,41.58320236206055,73.08000183105469,94.57907104492188,67.22319030761719,42.50886535644531,23.58501434326172,108.1927490234375,141.957763671875,124.20604705810547,85.0
2016-06-30,43.1308479309082,33.59126663208008,118.28982543945312,56.11492919921875,23.3700008392334,41.95289993286133,73.48999786376953,96.14047241210938,67.73926544189453,42.92612075805664,23.719741821289062,109.1216049194336,144.5004119873047,124.80709838867188,86.0199966430664
2016-07-01,43.68817901611328,33.78779983520508,119.94577026367188,56.29038619995117,23.40999984741211,42.50118637084961,74.0344467163086,96.13251495361328,67.91132354736328,43.17201232910156,23.962261199951172,109.64978790283203,145.93798828125,124.50655364990234,87.73999786376953
2016-07-05,43.1378059387207,33.702354431152344,119.93807220458984,56.29038619995117,23.299999237060547,68.51973724365234,73.85221862792969,96.90923309326172,68.50485229492188,43.21671676635742,24.12394142150879,110.37828063964844,144.0016632080078,125.12528991699219,86.51000213623047
2016-07-06,44.14799118041992,34.89013671875,121.32190704345703,56.3514404296875,23.670000076293945,68.70722961425781,74.49333190917969,97.2025146484375,68.83171081542969,44.0810432434082,24.15762710571289,110.26901245117188,145.82064819335938,125.85009002685547,89.66000366210938
2016-07-07,44.18978500366211,35.34302520751953,121.7416763305664,56.519287109375,23.65999984741211,68.77539825439453,75.03333282470703,97.0994873046875,68.22957611083984,43.797908782958984,24.09699058532715,110.2143783569336,145.77169799804688,124.45352935791016,90.05000305175781
2016-07-08,44.6983642578125,35.795928955078125,125.248046875,57.43482208251953,23.899999618530273,68.91177368164062,75.42666625976562,97.36894989013672,68.52204132080078,44.22262191772461,24.33278465270996,111.36177825927734,149.32167053222656,124.86895751953125,88.95999908447266
2016-07-11,44.83072280883789,35.992469787597656,124.53276824951172,57.518741607666016,23.770000457763672,68.24702453613281,74.85555267333984,97.432373046875,68.07474517822266,44.215171813964844,24.352991104125977,111.68960571289062,148.97933959960938,124.02922821044922,90.0999984741211
2016-07-12,45.631893157958984,36.291561126708984,125.91666412353516,58.136741638183594,23.639999389648438,68.46859741210938,75.0344467163086,97.42444610595703,68.53065490722656,44.408905029296875,24.41362190246582,111.84439849853516,150.97438049316406,123.62268829345703,89.62999725341797
2016-07-13,45.519447326660156,36.085205078125,124.7971420288086,58.42666244506836,23.6299991607666,69.06515502929688,74.76000213623047,97.48786926269531,68.26400756835938,44.371639251708984,24.460771560668945,111.5621109008789,151.38511657714844,125.05455017089844,87.77999877929688
2016-07-14,44.711246490478516,36.351741790771484,126.5230941772461,58.571617126464844,23.780000686645508,68.92879486083984,75.06666564941406,97.63052368164062,69.32201385498047,44.44615173339844,24.871706008911133,111.3708724975586,154.2504119873047,124.48887634277344,88.1500015258789
2016-07-15,44.500404357910156,36.19697952270508,126.94290924072266,57.9841423034668,23.579999923706055,68.96290588378906,74.48666381835938,97.48786926269531,69.00374603271484,44.431243896484375,24.770660400390625,111.17053985595703,153.57571411132812,124.9219970703125,90.20999908447266
2016-07-18,44.66908264160156,36.18838882446289,126.67080688476562,57.953617095947266,23.579999923706055,68.97991943359375,74.50444030761719,97.59880828857422,68.7715072631836,43.97673034667969,24.68308448791504,110.75167083740234,153.58546447753906,124.40931701660156,89.41999816894531
2016-07-19,44.500404357910156,35.93903732299805,126.32868194580078,57.579795837402344,23.75,68.92879486083984,74.65555572509766,99.27115631103516,68.78870391845703,43.708492279052734,24.68308448791504,110.87911987304688,153.18453979492188,126.03567504882812,87.43000030517578
2016-07-20,44.563663482666016,36.66986846923828,126.91958618164062,57.7705192565918,24.260000228881836,69.36344909667969,78.11666870117188,99.1839828491211,69.05536651611328,43.80535888671875,24.71002960205078,111.42550659179688,154.2113494873047,126.41577911376953,91.1500015258789
2016-07-21,44.900997161865234,37.00517272949219,127.65042877197266,57.60268020629883,23.920000076293945,69.2782211303711,76.77222442626953,99.1919174194336,69.15858459472656,43.80535888671875,24.730241775512695,111.60763549804688,152.7541961669922,126.28318786621094,93.20999908447266
2016-07-22,44.84477996826172,37.116947174072266,128.801025390625,57.74002456665039,23.920000076293945,69.2356185913086,76.59666442871094,99.09679412841797,70.18220520019531,43.82771301269531,24.75045394897461,106.57181549072266,153.4290008544922,127.0080337524414,93.88999938964844
2016-07-25,45.20319747924805,37.32329559326172,129.49295043945312,57.64846420288086,23.700000762939453,69.2782211303711,76.26333618164062,98.9858169555664,70.51766204833984,43.63398742675781,24.777400970458984,105.57011413574219,153.51699829101562,125.27555084228516,95.7699966430664
2016-07-26,45.294559478759766,37.486663818359375,130.35597229003906,57.2669563293457,23.979999542236328,69.13335418701172,76.2911148071289,99.1919174194336,70.6123046875,43.48495864868164,24.811080932617188,106.03453826904297,155.3848876953125,125.24901580810547,94.9800033569336
2016-07-27,45.61081314086914,37.546836853027344,132.69598388671875,58.342735290527344,23.65999984741211,68.90323638916016,75.89778137207031,98.8907241821289,71.73912048339844,43.663795471191406,24.824560165405273,104.56844329833984,155.3946533203125,125.23137664794922,96.01000213623047
2016-07-28,45.48431396484375,38.217472076416016,133.1625518798828,56.9617919921875,24.34000015258789,69.18448638916016,76.67666625976562,98.64501953125,71.3348617553711,43.537113189697266,24.703290939331055,104.68679809570312,155.31642150878906,126.18596649169922,96.20999908447266
