,pair,correlation,same_sector,same_kmeans_3,same_kmeans_6,mean_reverting,keyword_overlap,growth_diff
1273,"('ELV', 'DVA')",0.58561850850486,0,0,0,False,27,0.03449907393834887
1274,"('ELV', 'RGEN')",0.8579717360651531,0,0,0,False,27,-0.050418356178600805
1275,"('ELV', 'JAZZ')",-0.058773702167563856,0,0,0,False,30,-0.019806076687698453
1276,"('ELV', 'MASI')",0.6624086225483156,0,1,1,False,28,-0.04123056569040657
1277,"('ELV', 'BRKR')",0.9201365402417593,0,1,1,False,27,-0.008146530203272627
1278,"('ELV', 'BIO')",0.7788045990679695,0,0,0,False,27,0.03346014749472415
1279,"('ELV', 'IONS')",-0.18844871957570855,0,0,0,False,28,0.020472425882633177
1280,"('ELV', 'XRAY')",-0.41387350779218757,0,0,0,False,29,0.017358277583771804
1281,"('ELV', 'PRGO')",-0.7799364622692231,0,0,0,False,28,0.025279941051577277
1282,"('ELV', 'ACHC')",0.41635403013912076,0,0,0,False,26,0.0004500956463990985
1283,"('ELV', 'AMED')",0.524567074164986,0,0,0,False,27,0.031381433025709074
1284,"('ELV', 'AZTA')",0.7986728920126667,0,0,0,False,29,0.009187543058956301
1285,"('ELV', 'QDEL')",0.5467039735701935,0,0,0,False,26,-0.05572946841573292
1286,"('ELV', 'PINC')",0.12245702041304055,0,0,0,False,28,0.04014464047068037
1287,"('CI', 'REGN')",0.7758524391406503,0,1,1,False,28,-0.05819120641356855
1288,"('CI', 'ZTS')",0.816965525916039,0,1,0,False,28,-0.006529496723232327
1289,"('CI', 'BDX')",0.8329666322333628,0,0,0,False,29,0.0210820497299814
1290,"('CI', 'HCA')",0.880309147574311,0,1,1,False,26,-0.004578366279704517
1291,"('CI', 'EW')",0.75585663178375,0,1,0,False,27,-0.014944904423573064
1292,"('CI', 'A')",0.8519426266764525,0,1,1,False,27,-0.006931287510878507
1293,"('CI', 'IQV')",0.8467955382333262,0,1,1,False,30,-0.01079760632620667
1294,"('CI', 'IDXX')",0.7794470705817531,0,1,0,False,29,-0.013300962971104623
1295,"('CI', 'RMD')",0.7980612553893759,0,1,1,False,28,0.022522082499516333
1296,"('CI', 'VEEV')",0.6645477919629921,0,0,0,False,29,0.022522082499516333
1297,"('CI', 'HUM')",0.936632679609432,1,1,1,False,30,-0.015260939828682363
1298,"('CI', 'ALNY')",0.824460115618042,0,0,0,True,29,-0.16682895589147273
1299,"('CI', 'DXCM')",0.7780246213057532,0,0,0,False,30,-0.05571003038670336
1300,"('CI', 'CNC')",0.8854264825077688,1,1,1,False,28,-0.01598359910996022
1301,"('CI', 'CAH')",0.383821248790512,0,0,0,False,29,0.022522082499516333
1302,"('CI', 'BIIB')",-0.3658443960262791,0,0,0,False,31,0.05474400438569886
1303,"('CI', 'WST')",0.7876961737749888,0,1,0,False,30,-0.01750487675872973
1304,"('CI', 'WAT')",0.845332389380753,0,0,0,False,26,-0.004071650209930538
1305,"('CI', 'ZBH')",0.5426747261947178,0,0,0,False,31,0.0007264052489433688
1306,"('CI', 'ILMN')",0.2671934038680092,0,0,0,False,28,-0.0211121063995109
1307,"('CI', 'STE')",0.8491005915204121,0,1,1,False,28,0.022522082499516333
